Bad Bunny,ROSALÍA
Myke Towers,Juhn
Bad Bunny,Jhay Cortez
Rochy RD,Myke Towers,Nicki Nicole
Bad Bunny
Los Legendarios,Wisin,Jhay Cortez
Rauw Alejandro,Anuel AA
KAROL G
Kali Uchis
Boza
Sech
Manuel Turizo,Rauw Alejandro,Myke Towers
Myke Towers
El Alfa,Chael Produciendo
Bad Bunny
Milly,Farruko,Nio Garcia,Jay Wheeler,Amenazzy
Wisin,Myke Towers,Los Legendarios
KAROL G,Anuel AA,J Balvin
Ozuna,J Balvin,Chencho Corleone
Maluma
Camilo,Evaluna Montaner
Jhay Cortez,Bad Bunny
Farruko
Anuel AA,Ozuna
Sech,Daddy Yankee,J Balvin,ROSALÍA,Farruko
Selena Gomez,Rauw Alejandro
Ozuna,Camilo
J Balvin,Tainy,Dua Lipa,Bad Bunny
Ceky Viciny,MelyMel,La Perversa,Yailin la Mas Viral,Shadow Blow
Bad Bunny
Jay Wheeler,Myke Towers,Rauw Alejandro,DJ Nelson,Jhay Cortez,Lunay,Kendo Kaponi
Anuel AA,Ozuna
Jay Wheeler,DJ Nelson,Myke Towers
Camilo,El Alfa
Dowba Montana
Nicky Jam,Myke Towers
El Alfa,Chencho Corleone,Farruko,Justin Quiles,Myke Towers
El Fecho RD,You R
Camilo
Rauw Alejandro,Camilo
Farruko,El Alfa
Olivia Rodrigo
Nio Garcia,Anuel AA,Myke Towers,Brray,Juanka
Nicky Jam,Romeo Santos
Kevin Roldan,Bryant Myers,Lyanno
Farruko,Myke Towers
The Weeknd
Bad Bunny
Bad Bunny
Axel Rulay,Verbo Flow
